x,y,curasd
4.02519201e+00,-6.06573160e-02,-4.62299862e-03
4.03907864e+00,-6.09734900e-02,-3.19551972e-03
4.05310228e+00,-6.12936240e-02,5.11546056e-04
4.06679654e+00,-6.16058560e-02,2.73625789e-03
4.08072468e+00,-6.19229710e-02,4.05016211e-03
4.09452882e+00,-6.22364600e-02,1.53375272e-03
4.11152626e+00,-6.26214920e-02,-2.84188381e-03
4.12308039e+00,-6.28841880e-02,-3.45826852e-03
4.13723997e+00,-6.32069070e-02,8.18295130e-04
4.15195396e+00,-6.35415350e-02,9.05045612e-04
4.16510672e+00,-6.38406560e-02,2.56165283e-04
4.17809134e+00,-6.41359520e-02,1.40521273e-03
4.19163168e+00,-6.44437150e-02,4.54114818e-03
4.20554008e+00,-6.47591940e-02,8.65630828e-03
4.21931548e+00,-6.50696620e-02,9.17772893e-03
4.23325575e+00,-6.53818320e-02,6.14445528e-03
4.24738602e+00,-6.56972420e-02,2.35123237e-03
4.26586607e+00,-6.61090560e-02,2.02122360e-03
4.27520904e+00,-6.63168000e-02,2.30064168e-03
4.28973552e+00,-6.66400740e-02,3.47353353e-03
4.30307413e+00,-6.69359820e-02,5.81647252e-03
4.31746926e+00,-6.72542600e-02,2.88641051e-03
4.33367324e+00,-6.76112340e-02,3.39233798e-04
4.34461664e+00,-6.78528020e-02,1.46667832e-03
4.35803279e+00,-6.81486670e-02,3.88757107e-03
4.37251851e+00,-6.84671190e-02,5.95796175e-03
4.38589617e+00,-6.87602150e-02,7.18372769e-03
4.39950312e+00,-6.90566750e-02,5.61417398e-03
4.41341643e+00,-6.93590320e-02,5.11593201e-03
