x,y,curasd
1.27150449e+01,-1.30791907e+00,-1.06316494e-01
1.27297246e+01,-1.30401614e+00,-1.18945469e-01
1.27417366e+01,-1.30084395e+00,-1.31676770e-01
1.27550498e+01,-1.29735053e+00,-1.20548854e-01
1.27678206e+01,-1.29402219e+00,-1.31186937e-01
1.27811379e+01,-1.29057593e+00,-1.17500317e-01
1.27949315e+01,-1.28703220e+00,-1.22058503e-01
1.28076324e+01,-1.28379171e+00,-1.47670509e-01
1.28208589e+01,-1.28043952e+00,-8.65582149e-02
1.28386368e+01,-1.27596976e+00,-1.17631733e-01
1.28478157e+01,-1.27367843e+00,-1.82716264e-01
1.28616012e+01,-1.27025801e+00,-7.77428003e-02
1.28778532e+01,-1.26625651e+00,-1.13845490e-01
1.28878096e+01,-1.26382137e+00,-1.64002989e-01
1.28999876e+01,-1.26086094e+00,-1.15922834e-01
1.29129409e+01,-1.25773493e+00,-1.20190397e-01
1.29259121e+01,-1.25462719e+00,-1.19622511e-01
1.29389252e+01,-1.25153124e+00,-1.25698397e-01
1.29517161e+01,-1.24851001e+00,-1.28832973e-01
1.29652233e+01,-1.24534400e+00,-1.33943117e-01
1.29792529e+01,-1.24208173e+00,-1.00808838e-01
1.29955121e+01,-1.23833517e+00,-1.56116180e-01
1.30054773e+01,-1.23605715e+00,-1.08671382e-01
1.30235995e+01,-1.23194803e+00,-1.22643576e-01
1.30317365e+01,-1.23011714e+00,-1.39574095e-01
1.30482685e+01,-1.22642529e+00,-1.03927861e-01
1.30572170e+01,-1.22444284e+00,-1.72336251e-01
1.30700950e+01,-1.22160814e+00,-1.04001739e-01
1.30835456e+01,-1.21866955e+00,-1.15142316e-01
1.30972780e+01,-1.21569375e+00,-1.21788314e-01
1.31102384e+01,-1.21290820e+00,-1.32287198e-01
1.31231715e+01,-1.21015059e+00,-1.29737105e-01
1.31366312e+01,-1.20730594e+00,-1.28196357e-01
1.31500049e+01,-1.20450448e+00,-1.23294192e-01
1.31635850e+01,-1.20168414e+00,-1.29062536e-01
1.31762862e+01,-1.19906902e+00,-1.32184261e-01
1.31895390e+01,-1.19636403e+00,-1.27252705e-01
1.32028856e+01,-1.19366305e+00,-1.07611688e-01
1.32178131e+01,-1.19066808e+00,-1.12485793e-01
1.32300747e+01,-1.18822959e+00,-1.56490085e-01
1.32418765e+01,-1.18590178e+00,-1.16066530e-01
1.32564492e+01,-1.18305349e+00,-1.21031834e-01
1.32682456e+01,-1.18076841e+00,-1.41285744e-01
1.32818223e+01,-1.17816133e+00,-4.11548347e-01
1.32957978e+01,-1.17550302e+00,-3.94598368e-01
1.33497709e+01,-1.16546240e+00,-4.08550932e-02
1.34839251e+01,-1.14214585e+00,-4.93243860e-02
1.35114683e+01,-1.13765539e+00,-1.18313953e+00
1.35199419e+01,-1.13629431e+00,-2.65230008e-01
1.35335552e+01,-1.13412637e+00,-9.28085080e-02
1.35473183e+01,-1.13195770e+00,-1.21039851e-01
1.35598163e+01,-1.13000833e+00,-2.00310723e-01
1.35731305e+01,-1.12795295e+00,-7.67866847e-02
1.35997028e+01,-1.12391463e+00,-7.11817135e-02
1.36137781e+01,-1.12180818e+00,-1.94700733e-01
1.36257982e+01,-1.12002741e+00,-1.18683417e-01
1.36408148e+01,-1.11782792e+00,-1.21986856e-01
1.36535650e+01,-1.11598372e+00,-1.19994601e-01
1.36685700e+01,-1.11384009e+00,-4.42578978e-01
1.36802237e+01,-1.11219457e+00,-7.67388200e-02
1.37323594e+01,-1.10505461e+00,-5.12720443e-02
1.37596244e+01,-1.10146264e+00,-2.46672325e-01
1.37724293e+01,-1.09980726e+00,-1.81470857e-01
1.37875088e+01,-1.09788333e+00,-1.16971044e-01
1.37992716e+01,-1.09640242e+00,-1.35261625e-01
1.38125904e+01,-1.09474586e+00,-1.14263156e-01
1.38259752e+01,-1.09310204e+00,-1.39322126e-01
1.38403571e+01,-1.09135988e+00,-7.96025160e-02
1.38593917e+01,-1.08909287e+00,-1.28080625e-01
1.38672220e+01,-1.08817291e+00,-1.46415312e-01
1.38829075e+01,-1.08635262e+00,-1.01557735e-01
1.38923449e+01,-1.08527156e+00,-1.39316080e-01
1.39064952e+01,-1.08366945e+00,-9.39216230e-02
1.39198334e+01,-1.08218014e+00,-1.24174789e-01
1.39327364e+01,-1.08076019e+00,-1.22760869e-01
1.39461076e+01,-1.07931043e+00,-1.13318615e-01
1.39597641e+01,-1.07785128e+00,-1.18862276e-01
1.39733198e+01,-1.07642399e+00,-1.07361629e-01
1.39880735e+01,-1.07489594e+00,-1.16245739e-01
1.40001430e+01,-1.07366560e+00,-1.58078751e-01
1.40126855e+01,-1.07240578e+00,-1.15096443e-01
1.40296423e+01,-1.07073369e+00,-7.91374157e-02
1.40457413e+01,-1.06917804e+00,-1.44627877e-01
1.40537404e+01,-1.06841690e+00,-1.85101273e-01
1.40657783e+01,-1.06728710e+00,-1.18090655e-01
1.40787357e+01,-1.06609073e+00,-9.10012903e-02
1.40949183e+01,-1.06462374e+00,-1.11467587e-01
1.41055679e+01,-1.06367493e+00,-1.51581086e-01
1.41186875e+01,-1.06252515e+00,-1.09369150e-01
1.41322403e+01,-1.06135987e+00,-1.79350024e-01
1.41458956e+01,-1.06020677e+00,-6.36091439e-02
1.41728137e+01,-1.05799455e+00,-6.92033152e-02
1.41813241e+01,-1.05731235e+00,-3.43343804e-01
1.41905979e+01,-1.05657877e+00,-8.00045581e-02
1.42061036e+01,-1.05537531e+00,-1.09224996e-01
1.42139963e+01,-1.05477370e+00,-1.55938602e-01
1.42269137e+01,-1.05380483e+00,-1.84615966e-01
1.42389684e+01,-1.05291798e+00,-7.98082578e-02
1.42662794e+01,-1.05097153e+00,-7.15888835e-02
1.42810900e+01,-1.04995257e+00,-1.93670835e-01
1.42939246e+01,-1.04909132e+00,-1.42793027e-01
1.43077959e+01,-1.04818467e+00,-1.14504323e-01
1.43226753e+01,-1.04724044e+00,-1.40968155e-01
1.43349942e+01,-1.04648030e+00,-1.77605672e-01
1.43510306e+01,-1.04551923e+00,-1.16599369e-01
1.43750679e+01,-1.04413797e+00,-8.11991945e-02
1.43997518e+01,-1.04279584e+00,-1.28735850e-01
1.44130777e+01,-1.04210466e+00,-1.81609706e-01
1.44273852e+01,-1.04138730e+00,-1.18521060e-01
1.44404389e+01,-1.04075334e+00,-1.05861362e-01
1.44551070e+01,-1.04006347e+00,-1.21134219e-01
1.44667338e+01,-1.03953458e+00,-1.33575903e-01
1.44806490e+01,-1.03892468e+00,-1.35322070e-01
1.44929460e+01,-1.03840691e+00,-1.10007834e-01
1.45090198e+01,-1.03775744e+00,-1.07046912e-01
1.45210093e+01,-1.03729185e+00,-1.32556778e-01
1.45346715e+01,-1.03678274e+00,-1.25291994e-01
1.45466131e+01,-1.03635766e+00,-1.44355044e-01
1.45599629e+01,-1.03590348e+00,-1.03245320e-01
1.45754254e+01,-1.03540443e+00,-1.84516109e-01
1.45876210e+01,-1.03503178e+00,-9.64314612e-02
1.46131117e+01,-1.03431288e+00,-8.42922365e-02
1.46276470e+01,-1.03393898e+00,-2.42251156e-01
1.46420912e+01,-1.03359424e+00,-8.61670104e-02
1.46679760e+01,-1.03304229e+00,-8.89897116e-02
1.46808224e+01,-1.03279902e+00,-1.94729225e-01
1.46944453e+01,-1.03256375e+00,-1.25278709e-01
1.47069303e+01,-1.03236852e+00,-1.27612753e-01
1.47203664e+01,-1.03217968e+00,-2.15309477e-01
1.47334649e+01,-1.03201747e+00,-8.03543430e-02
1.47626827e+01,-1.03173034e+00,-1.05092560e-01
1.47778895e+01,-1.03162036e+00,-1.32012360e-01
1.48036052e+01,-1.03150088e+00,-8.77163003e-02
1.48172054e+01,-1.03147298e+00,-2.34049941e-01
1.48281938e+01,-1.03146824e+00,-1.34592027e-01
1.48424854e+01,-1.03148574e+00,-1.19766592e-01
1.48548257e+01,-1.03152265e+00,-1.34843994e-01
1.48681932e+01,-1.03158433e+00,-1.17546429e-01
1.48813613e+01,-1.03166580e+00,-1.22942121e-01
1.48948110e+01,-1.03177059e+00,-1.97120438e-01
1.49085063e+01,-1.03190034e+00,-8.53586462e-02
1.49352537e+01,-1.03222156e+00,-8.97930093e-02
1.49493773e+01,-1.03242757e+00,-1.71930493e-01
1.49649792e+01,-1.03268432e+00,-1.23879555e-01
1.49763304e+01,-1.03289010e+00,-1.51346951e-01
1.49891672e+01,-1.03314208e+00,-1.10672092e-01
1.50030278e+01,-1.03343640e+00,-1.25501597e-01
1.50161496e+01,-1.03373595e+00,-1.09612339e-01
1.50315230e+01,-1.03411370e+00,-3.06189313e-01
1.50432812e+01,-1.03442245e+00,-6.19142346e-02
1.50844541e+01,-1.03563489e+00,-5.72144745e-02
1.50974000e+01,-1.03605822e+00,-3.12470107e-01
1.51112610e+01,-1.03653428e+00,-1.26616605e-01
1.51245592e+01,-1.03701441e+00,-1.40544410e-01
1.51381620e+01,-1.03753054e+00,-1.19841080e-01
1.51527199e+01,-1.03810960e+00,-1.22448713e-01
1.51655190e+01,-1.03863979e+00,-1.18607445e-01
1.51795216e+01,-1.03924156e+00,-2.06657864e-01
1.51919404e+01,-1.03979496e+00,-8.90667068e-02
1.52194681e+01,-1.04109290e+00,-9.16678402e-02
1.52334727e+01,-1.04179303e+00,-2.10757661e-01
1.52487562e+01,-1.04259014e+00,-1.36025160e-01
1.52618976e+01,-1.04330252e+00,-1.59270764e-01
1.52745147e+01,-1.04401031e+00,-1.48546817e-01
1.52876157e+01,-1.04476894e+00,-1.28856290e-01
1.53020686e+01,-1.04563159e+00,-1.89002463e-01
1.53162520e+01,-1.04650541e+00,-9.66654072e-02
1.53413516e+01,-1.04811995e+00,-9.55023736e-02
1.53548379e+01,-1.04902219e+00,-1.99555919e-01
1.53683761e+01,-1.04995185e+00,-1.44954571e-01
1.53816380e+01,-1.05088680e+00,-1.25242876e-01
1.53969372e+01,-1.05199551e+00,-1.36985951e-01
1.54094985e+01,-1.05293024e+00,-1.79698311e-01
1.54239623e+01,-1.05403372e+00,-9.68376279e-02
1.54427807e+01,-1.05551495e+00,-1.48266512e-01
1.54516349e+01,-1.05623044e+00,-1.94152245e-01
1.54662373e+01,-1.05743429e+00,-1.23872143e-01
1.54786312e+01,-1.05847973e+00,-1.40724505e-01
1.54931564e+01,-1.05973334e+00,-1.30247346e-01
1.55053719e+01,-1.06081028e+00,-2.73921432e-01
1.55179926e+01,-1.06194505e+00,-8.53277618e-02
1.55465606e+01,-1.06459843e+00,-9.14896009e-02
1.55589934e+01,-1.06579003e+00,-2.66381732e-01
1.55730372e+01,-1.06716274e+00,-1.75171972e-01
1.55893693e+01,-1.06879533e+00,-9.38023168e-02
1.56135424e+01,-1.07127901e+00,-1.10870340e-01
1.56264883e+01,-1.07264218e+00,-2.06702049e-01
1.56408746e+01,-1.07418531e+00,-1.16607912e-01
1.56554679e+01,-1.07578059e+00,-1.53194386e-01
1.56664258e+01,-1.07699840e+00,-1.51348879e-01
1.56804598e+01,-1.07858182e+00,-1.31926606e-01
1.56939096e+01,-1.08012442e+00,-1.31486361e-01
1.57093179e+01,-1.08192437e+00,-2.27896814e-01
1.57216857e+01,-1.08339600e+00,-1.04252662e-01
1.57488670e+01,-1.08670566e+00,-7.86731618e-02
1.57639671e+01,-1.08858786e+00,-2.41126342e-01
1.57749073e+01,-1.08997199e+00,-1.52855683e-01
1.57896370e+01,-1.09186345e+00,-1.45660743e-01
1.58017939e+01,-1.09344952e+00,-2.38925537e-01
1.58169648e+01,-1.09546142e+00,-9.57049318e-02
1.58427407e+01,-1.09896130e+00,-1.58739437e-01
1.58559927e+01,-1.10079917e+00,-1.32628793e-01
1.58837903e+01,-1.10473574e+00,-9.71819344e-02
1.58970402e+01,-1.10665117e+00,-2.11482474e-01
1.59125898e+01,-1.10893248e+00,-1.51390795e-01
1.59242656e+01,-1.11066999e+00,-1.61067592e-01
1.59389556e+01,-1.11288588e+00,-1.26333175e-01
1.59518436e+01,-1.11485745e+00,-1.61085370e-01
1.59637167e+01,-1.11669504e+00,-1.38272268e-01
1.59774521e+01,-1.11884422e+00,-1.30875445e-01
1.59910429e+01,-1.12099756e+00,-1.44207922e-01
1.60047280e+01,-1.12319491e+00,-1.45285060e-01
1.60179081e+01,-1.12533793e+00,-1.41030929e-01
1.60313604e+01,-1.12755062e+00,-1.47877981e-01
1.60445798e+01,-1.12975073e+00,-1.48816532e-01
1.60593552e+01,-1.13224128e+00,-1.16033448e-01
1.60747857e+01,-1.13487727e+00,-1.63629018e-01
1.60853192e+01,-1.13669775e+00,-1.53793137e-01
1.60999349e+01,-1.13925111e+00,-1.30078514e-01
1.61114609e+01,-1.14128684e+00,-2.71976298e-01
1.61247360e+01,-1.14365686e+00,-1.00415656e-01
1.61515511e+01,-1.14852906e+00,-9.35243631e-02
1.61668991e+01,-1.15136839e+00,-2.26411196e-01
1.61793687e+01,-1.15370135e+00,-1.61794920e-01
1.61926645e+01,-1.15621537e+00,-1.45697366e-01
1.62058332e+01,-1.15873222e+00,-1.58322985e-01
1.62197578e+01,-1.16142242e+00,-1.21186426e-01
1.62360102e+01,-1.16459933e+00,-1.27679922e-01
1.62482487e+01,-1.16701786e+00,-2.07622007e-01
1.62596777e+01,-1.16929772e+00,-1.21628341e-01
1.62760970e+01,-1.17260897e+00,-1.34711998e-01
1.62867490e+01,-1.17477954e+00,-3.06609756e-01
1.63002909e+01,-1.17756494e+00,-8.45221513e-02
1.63283375e+01,-1.18342604e+00,-9.81315447e-02
1.63405286e+01,-1.18601229e+00,-2.64457284e-01
1.63542873e+01,-1.18895891e+00,-1.49669580e-01
1.63685505e+01,-1.19204541e+00,-1.33856578e-01
1.63843638e+01,-1.19550603e+00,-2.08451501e-01
1.63972134e+01,-1.19834786e+00,-1.20039717e-01
1.64210245e+01,-1.20368474e+00,-1.07004411e-01
1.64348405e+01,-1.20682367e+00,-2.21359966e-01
1.64482337e+01,-1.20989759e+00,-2.53439330e-01
1.64613402e+01,-1.21293557e+00,-1.04616850e-01
1.64883152e+01,-1.21927167e+00,-8.53687123e-02
1.65044444e+01,-1.22311290e+00,-3.60919216e-01
1.65163181e+01,-1.22596592e+00,-6.82160181e-02
1.65501555e+01,-1.23422103e+00,-9.88053808e-02
1.65532175e+01,-1.23497744e+00,-3.81125875e-01
1.65717227e+01,-1.23957952e+00,-1.15867316e-01
1.65840074e+01,-1.24266497e+00,-1.31165201e-01
1.66028535e+01,-1.24744611e+00,-1.22533587e-01
1.66116872e+01,-1.24970608e+00,-2.35794216e-01
1.66236612e+01,-1.25278986e+00,-1.31786092e-01
1.66365639e+01,-1.25613968e+00,-1.49620024e-01
1.66492477e+01,-1.25945938e+00,-1.51391240e-01
1.66626644e+01,-1.26300035e+00,-2.37607866e-01
1.66761161e+01,-1.26657986e+00,-1.11982746e-01
1.67026963e+01,-1.27374295e+00,-9.73763478e-02
1.67188307e+01,-1.27815187e+00,-2.28724181e-01
1.67309568e+01,-1.28149411e+00,-1.62810733e-01
1.67440307e+01,-1.28512372e+00,-1.50905949e-01
1.67557125e+01,-1.28839110e+00,-1.65286778e-01
1.67686678e+01,-1.29204223e+00,-1.45238700e-01
1.67822223e+01,-1.29589308e+00,-2.45398351e-01
1.67955064e+01,-1.29969830e+00,-9.37771723e-02
1.68229483e+01,-1.30764922e+00,-9.32534110e-02
1.68359428e+01,-1.31145494e+00,-2.44333230e-01
1.68496408e+01,-1.31549738e+00,-1.27832423e-01
1.68639617e+01,-1.31975771e+00,-1.70534281e-01
1.68750317e+01,-1.32307373e+00,-1.39071379e-01
1.68909882e+01,-1.32788930e+00,-1.39868108e-01
1.69024897e+01,-1.33138771e+00,-1.74457868e-01
1.69166171e+01,-1.33571800e+00,-2.35034345e-01
1.69289337e+01,-1.33952294e+00,-1.03849369e-01
1.69551911e+01,-1.34771734e+00,-9.44504470e-02
1.69692026e+01,-1.35213618e+00,-2.15282605e-01
1.69830045e+01,-1.35652245e+00,-1.75782575e-01
1.69948213e+01,-1.36030374e+00,-1.47602970e-01
1.70108183e+01,-1.36546107e+00,-1.10306201e-01
1.70250422e+01,-1.37008263e+00,-2.35298705e-01
1.70357709e+01,-1.37359082e+00,-2.04654478e-01
1.70579481e+01,-1.38090675e+00,-1.15046863e-01
1.70874450e+01,-1.39076895e+00,-1.03074558e-01
1.71145187e+01,-1.39995730e+00,-1.55439956e-01
1.71289721e+01,-1.40491754e+00,-4.93831243e-01
1.71408635e+01,-1.40902575e+00,-6.50325418e-02
1.71831005e+01,-1.42380918e+00,-6.35613112e-02
1.71938900e+01,-1.42763292e+00,-4.25973220e-01
1.72071893e+01,-1.43237255e+00,-1.35465526e-01
1.72200918e+01,-1.43699957e+00,-1.32441266e-01
1.72341819e+01,-1.44208537e+00,-1.47334756e-01
1.72458663e+01,-1.44632834e+00,-1.37270191e-01
1.72601399e+01,-1.45154146e+00,-1.31376469e-01
1.72722611e+01,-1.45599455e+00,-1.59636171e-01
1.72860531e+01,-1.46109171e+00,-1.18581330e-01
1.73015834e+01,-1.46686945e+00,-2.72525232e-01
1.73147112e+01,-1.47178367e+00,-2.10016315e-01
1.73508698e+01,-1.48546481e+00,-5.58411831e-02
1.74044108e+01,-1.50612896e+00,-9.63060199e-02
1.74171505e+01,-1.51111885e+00,-5.26373056e-01
1.74302493e+01,-1.51627843e+00,-1.75324303e-01
1.74422853e+01,-1.52104641e+00,-1.14648412e-01
1.74594909e+01,-1.52790966e+00,-1.38710552e-01
1.74686809e+01,-1.53159772e+00,-1.83366682e-01
1.74823906e+01,-1.53712657e+00,-1.14162132e-01
1.74947483e+01,-1.54213731e+00,-1.32055144e-01
1.75074817e+01,-1.54732680e+00,-1.41667186e-01
1.75186996e+01,-1.55192128e+00,-1.50569431e-01
1.75315511e+01,-1.55721215e+00,-1.20328423e-01
1.75453850e+01,-1.56293835e+00,-1.22737220e-01
1.75582466e+01,-1.56829017e+00,-2.59501953e-01
1.75703357e+01,-1.57334656e+00,-7.82695244e-02
1.75995816e+01,-1.58568058e+00,-8.64778296e-02
1.76113146e+01,-1.59066888e+00,-2.05051753e-01
1.76269995e+01,-1.59737387e+00,-1.28285667e-01
1.76359534e+01,-1.60122046e+00,-2.99453486e-01
1.76483371e+01,-1.60656351e+00,-7.43399059e-02
1.76744445e+01,-1.61791393e+00,-8.44324816e-02
1.76864358e+01,-1.62316503e+00,-2.12939576e-01
1.76993831e+01,-1.62886098e+00,-2.31772210e-01
1.77115316e+01,-1.63423134e+00,-7.26361987e-02
1.77401330e+01,-1.64697074e+00,-1.19925124e-01
1.77504131e+01,-1.65158220e+00,-1.44199741e-01
1.77763032e+01,-1.66327488e+00,-1.24559663e-01
1.77887181e+01,-1.66892218e+00,-1.24927925e-01
1.78149162e+01,-1.68092656e+00,-8.66956643e-02
1.78261882e+01,-1.68612812e+00,-3.15555856e-01
1.78392329e+01,-1.69217568e+00,-7.65427684e-02
1.78650628e+01,-1.70423334e+00,-8.02885165e-02
1.78776180e+01,-1.71013224e+00,-2.01222354e-01
1.78905173e+01,-1.71621988e+00,-1.14847267e-01
1.79039695e+01,-1.72259824e+00,-1.30715473e-01
1.79155652e+01,-1.72812198e+00,-1.36504438e-01
1.79283152e+01,-1.73422246e+00,-1.30531724e-01
1.79412637e+01,-1.74044483e+00,-9.11771542e-02
1.79572929e+01,-1.74818537e+00,-1.25152296e-01
1.79662562e+01,-1.75253221e+00,-1.45864325e-01
1.79799083e+01,-1.75917835e+00,-1.04146872e-01
1.79912094e+01,-1.76470305e+00,-3.33787630e-01
1.80037276e+01,-1.77084784e+00,-5.90135181e-02
1.80414495e+01,-1.78952391e+00,-6.27018710e-02
1.80542796e+01,-1.79593118e+00,-2.81554248e-01
1.80681082e+01,-1.80286684e+00,-1.01504335e-01
1.80824135e+01,-1.81007386e+00,-1.34919978e-01
1.80940281e+01,-1.81595103e+00,-1.30110189e-01
1.81089077e+01,-1.82351623e+00,-9.77049927e-02
1.81218186e+01,-1.83011308e+00,-1.44480082e-01
1.81310521e+01,-1.83484866e+00,-1.68897570e-01
1.81416078e+01,-1.84028089e+00,-1.04551571e-01
1.81551431e+01,-1.84727524e+00,-1.10628814e-01
1.81664432e+01,-1.85313807e+00,-1.31855669e-01
1.81789747e+01,-1.85966494e+00,-1.15170075e-01
1.81919163e+01,-1.86643396e+00,-1.25550370e-01
1.82052199e+01,-1.87342171e+00,-8.59152601e-02
1.82210328e+01,-1.88176408e+00,-1.19556309e-01
1.82298974e+01,-1.88645822e+00,-1.42031478e-01
1.82432089e+01,-1.89353313e+00,-1.51494863e-01
1.82538586e+01,-1.89921595e+00,-7.16258645e-02
1.82743350e+01,-1.91019385e+00,-8.61149096e-02
1.82797893e+01,-1.91312911e+00,-2.39528755e-01
1.82913316e+01,-1.91935805e+00,-9.17149097e-02
1.83027252e+01,-1.92552907e+00,-1.16965627e-01
1.83147155e+01,-1.93204625e+00,-1.05589568e-01
1.83274711e+01,-1.93900527e+00,-1.08904107e-01
1.83395396e+01,-1.94561425e+00,-1.15196837e-01
1.83517364e+01,-1.95231813e+00,-1.09924534e-01
1.83641346e+01,-1.95915720e+00,-9.84284729e-02
1.83771761e+01,-1.96637662e+00,-1.10561614e-01
1.83889395e+01,-1.97291115e+00,-9.87160992e-02
1.84029764e+01,-1.98073674e+00,-9.93794723e-02
1.84144797e+01,-1.98717288e+00,-1.12254488e-01
1.84270919e+01,-1.99425347e+00,-9.36489375e-02
1.84389388e+01,-2.00092700e+00,-4.24473309e-01
1.84494632e+01,-2.00687394e+00,-3.99886827e-02
1.84983200e+01,-2.03470357e+00,-4.05441822e-02
1.85109112e+01,-2.04193634e+00,-3.45778675e-01
1.85241795e+01,-2.04958616e+00,-1.00436950e-01
1.85368236e+01,-2.05690245e+00,-1.03127958e-01
1.85489948e+01,-2.06396955e+00,-1.05508093e-01
1.85602354e+01,-2.07051723e+00,-1.07012055e-01
1.85716640e+01,-2.07719441e+00,-9.86154537e-02
1.85836871e+01,-2.08424066e+00,-1.18584777e-01
1.85953023e+01,-2.09107076e+00,-3.37497650e-01
1.86100786e+01,-2.09979309e+00,-4.04592582e-02
1.86589335e+01,-2.12888244e+00,-4.45113912e-02
1.86701978e+01,-2.13564548e+00,-4.16800434e-01
1.86821905e+01,-2.14287066e+00,-1.13852202e-01
1.86949459e+01,-2.15058166e+00,-7.36356504e-02
1.87102408e+01,-2.15986292e+00,-1.91593501e-01
1.87174043e+01,-2.16422334e+00,-1.15308646e-01
1.87424874e+01,-2.17955893e+00,-5.42160579e-02
1.87642182e+01,-2.19293413e+00,-1.24085354e-01
1.87761892e+01,-2.20033915e+00,-1.62059696e-01
1.87886143e+01,-2.20805077e+00,-9.76721203e-02
1.88017468e+01,-2.21622996e+00,-9.88904381e-02
1.88133814e+01,-2.22350232e+00,-1.27899102e-01
1.88234410e+01,-2.22980987e+00,-1.18709558e-01
1.88356090e+01,-2.23746299e+00,-1.32898287e-01
1.88489024e+01,-2.24585245e+00,-1.05768595e-01
1.88706174e+01,-2.25961881e+00,-6.31975953e-02
1.88944665e+01,-2.27483233e+00,-1.04218404e-01
1.89063442e+01,-2.28244997e+00,-2.35638697e-01
1.89189960e+01,-2.29059240e+00,-6.87046883e-02
1.89424490e+01,-2.30576206e+00,-8.84309718e-02
1.89529011e+01,-2.31255717e+00,-2.20417128e-01
1.89676720e+01,-2.32219653e+00,-6.44136171e-02
1.89898326e+01,-2.33673226e+00,-8.67169685e-02
1.90001127e+01,-2.34350571e+00,-1.84136823e-01
1.90124935e+01,-2.35168981e+00,-8.02484570e-02
1.90262940e+01,-2.36084591e+00,-1.16041032e-01
1.90349396e+01,-2.36660001e+00,-2.13137123e-01
1.90472019e+01,-2.37478434e+00,-1.02137748e-01
1.90703864e+01,-2.39033899e+00,-9.40055132e-02
1.90937561e+01,-2.40612204e+00,-8.38478249e-02
1.91191323e+01,-2.42338700e+00,-1.17614484e-01
1.91293057e+01,-2.43035028e+00,-2.24872420e-01
1.91408543e+01,-2.43828081e+00,-1.23562714e-01
1.91506245e+01,-2.44501033e+00,-1.11909176e-01
1.91637622e+01,-2.45409040e+00,-1.01269056e-01
1.91747283e+01,-2.46169773e+00,-1.31013694e-01
1.91857964e+01,-2.46940103e+00,-1.18091825e-01
1.91973920e+01,-2.47749926e+00,-1.16131545e-01
1.92090752e+01,-2.48568931e+00,-1.17125519e-01
1.92203444e+01,-2.49361731e+00,-1.13124180e-01
1.92315829e+01,-2.50154868e+00,-1.10108449e-01
1.92429326e+01,-2.50958359e+00,-1.01561826e-01
1.92547876e+01,-2.51800391e+00,-1.16206749e-01
1.92652199e+01,-2.52543719e+00,-1.06077742e-01
1.92778650e+01,-2.53447522e+00,-8.22951042e-02
1.92896911e+01,-2.54295436e+00,-2.04290682e-01
1.92988354e+01,-2.54952994e+00,-8.20620457e-02
1.93214490e+01,-2.56587029e+00,-7.09598177e-02
1.93330326e+01,-2.57428411e+00,-1.92854403e-01
1.93439743e+01,-2.58225922e+00,-1.19557551e-01
1.93556225e+01,-2.59077817e+00,-1.05145218e-01
1.93673583e+01,-2.59939085e+00,-1.18333119e-01
1.93781192e+01,-2.60731343e+00,-1.01707219e-01
1.93907680e+01,-2.61665591e+00,-1.01361585e-01
1.94014640e+01,-2.62458118e+00,-1.26827231e-01
1.94133607e+01,-2.63342291e+00,-7.11218661e-02
1.94280297e+01,-2.64436422e+00,-1.13139634e-01
1.94347654e+01,-2.64940253e+00,-1.31350702e-01
1.94471336e+01,-2.65867744e+00,-7.88808478e-02
1.94570514e+01,-2.66613600e+00,-1.07643420e-01
1.94680782e+01,-2.67444940e+00,-9.14229166e-02
1.94792711e+01,-2.68291217e+00,-1.12670668e-01
1.94897407e+01,-2.69085219e+00,-1.12075267e-01
1.95014592e+01,-2.69976871e+00,-1.08315670e-01
1.95121726e+01,-2.70794870e+00,-1.22926033e-01
1.95227309e+01,-2.71603521e+00,-1.19664259e-01
1.95340543e+01,-2.72473555e+00,-1.14572447e-01
1.95465850e+01,-2.73439750e+00,-8.15319885e-02
1.95604804e+01,-2.74515150e+00,-1.08202278e-01
1.95684886e+01,-2.75136779e+00,-1.33378744e-01
1.95790458e+01,-2.75958232e+00,-8.85371692e-02
1.95893816e+01,-2.76764596e+00,-1.01957327e-01
1.96003288e+01,-2.77620927e+00,-8.82633363e-02
1.96121724e+01,-2.78550113e+00,-1.00982331e-01
1.96222533e+01,-2.79343268e+00,-1.00020163e-01
1.96339593e+01,-2.80266746e+00,-8.81886895e-02
1.96450010e+01,-2.81140270e+00,-9.92295437e-02
1.96561270e+01,-2.82022905e+00,-9.36275648e-02
1.96674308e+01,-2.82922219e+00,-1.21848758e-01
1.96776952e+01,-2.83741251e+00,-8.83305798e-02
1.96914140e+01,-2.84839774e+00,-1.15283014e-01
1.96993873e+01,-2.85480172e+00,-1.23363322e-01
1.97121692e+01,-2.86509977e+00,-1.71021261e-01
1.97210126e+01,-2.87224952e+00,-8.01013990e-02
1.97426321e+01,-2.88980386e+00,-6.57243437e-02
1.97531815e+01,-2.89840635e+00,-1.55307027e-01
1.97648559e+01,-2.90795428e+00,-1.06343235e-01
1.97751601e+01,-2.91640572e+00,-1.08328996e-01
1.97878562e+01,-2.92685152e+00,-7.93609222e-02
1.98003287e+01,-2.93715027e+00,-1.77658944e-01
1.98084437e+01,-2.94386957e+00,-9.16534123e-02
1.98301297e+01,-2.96188855e+00,-3.93752976e-02
1.98491009e+01,-2.97772639e+00,-1.10713903e-01
1.98546202e+01,-2.98234796e+00,-2.55328962e-01
1.98625920e+01,-2.98903550e+00,-9.04130432e-02
1.98731945e+01,-2.99795128e+00,-8.47523797e-02
1.98843238e+01,-3.00733671e+00,-1.07364670e-01
1.98945275e+01,-3.01596731e+00,-9.52302965e-02
